id,date,round,teamHome,scoreTeamHome,teamAway,scoreTeamAway,,image
1970393,2024-04-28,Round 4,Cruzeiro,3,Vitoria,1,,https://r2.thesportsdb.com/images/media/event/thumb/jemp8r1712996938.jpg
1970397,2024-04-28,Round 4,Corinthians,3,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/6vremx1644935634.jpg
1970401,2024-04-28,Round 4,Juventude,1,Atletico PR,1,,https://r2.thesportsdb.com/images/media/event/thumb/3op1rq1644935565.jpg
1970399,2024-04-28,Round 4,Fortaleza,1,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/zlwhxj1644935644.jpg
1970392,2024-04-28,Round 4,Internacional,1,Atletico GO,1,,https://r2.thesportsdb.com/images/media/event/thumb/ajj5c91644935559.jpg
1970398,2024-04-29,Round 4,Sao Paulo,0,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/e3v5dj1644935573.jpg
1970405,2024-05-04,Round 5,Fluminense,2,Atletico MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/o7zh371644935564.jpg
1970408,2024-05-04,Round 5,Bragantino,1,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/khxzm91644935564.jpg
1970407,2024-05-05,Round 5,Corinthians,0,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/j5j8su1644935546.jpg
1970404,2024-05-05,Round 5,Vitoria,1,Sao Paulo,3,,https://r2.thesportsdb.com/images/media/event/thumb/0r45q51712996940.jpg
1970409,2024-05-05,Round 5,Atletico PR,1,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/n0lupt1601404113.jpg
1970406,2024-05-05,Round 5,Botafogo RJ,1,Bahia,2,,https://r2.thesportsdb.com/images/media/event/thumb/fccv6g1601403988.jpg
1970410,2024-05-05,Round 5,Cuiaba,0,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/ld6gqo1644935642.jpg
1970415,2024-05-11,Round 6,Flamengo,2,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/ot44q11644935636.jpg
1970417,2024-05-12,Round 6,Palmeiras,0,Atletico PR,2,,https://r2.thesportsdb.com/images/media/event/thumb/ax56351644935579.jpg
1970419,2024-05-12,Round 6,Fortaleza,1,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/aiu5zb1644935609.jpg
1970420,2024-05-12,Round 6,Atletico GO,0,Cruzeiro,1,,https://r2.thesportsdb.com/images/media/event/thumb/ay4tlk1712996940.jpg
1970414,2024-05-12,Round 6,Bahia,1,Bragantino,0,,https://r2.thesportsdb.com/images/media/event/thumb/t8b24w1601403907.jpg
1970416,2024-05-12,Round 6,Vasco da Gama,2,Vitoria,1,,https://r2.thesportsdb.com/images/media/event/thumb/zzph5t1712996940.jpg
1970418,2024-05-13,Round 6,Sao Paulo,2,Fluminense,1,,https://r2.thesportsdb.com/images/media/event/thumb/ak93wq1644935584.jpg
1970422,2024-06-01,Round 7,Gremio,0,Bragantino,2,,https://r2.thesportsdb.com/images/media/event/thumb/fv1x6h1601404047.jpg
1970424,2024-06-01,Round 7,Vitoria,0,Atletico GO,2,,https://r2.thesportsdb.com/images/media/event/thumb/72vjp01712996941.jpg
1970425,2024-06-01,Round 7,Fluminense,1,Juventude,1,,https://r2.thesportsdb.com/images/media/event/thumb/7b4z3t1644935616.jpg
1970430,2024-06-01,Round 7,Cuiaba,0,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/p3t2gl1644935557.jpg
1970427,2024-06-02,Round 7,Corinthians,0,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/x0tkz31644935593.jpg
1970423,2024-06-02,Round 7,Atletico MG,1,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/nh4gj41676626738.jpg
1970426,2024-06-02,Round 7,Vasco da Gama,1,Flamengo,6,,https://r2.thesportsdb.com/images/media/event/thumb/8dto1m1601404007.jpg
1970431,2024-06-02,Round 7,Criciuma,1,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/j8fb321712996942.jpg
1970428,2024-06-02,Round 7,Sao Paulo,2,Cruzeiro,0,,https://r2.thesportsdb.com/images/media/event/thumb/t4fmds1676626747.jpg
1970429,2024-06-02,Round 7,Fortaleza,1,Atletico PR,0,,https://r2.thesportsdb.com/images/media/event/thumb/kkbaxl1644935568.jpg
1970411,2024-06-05,Round 5,Juventude,1,Atletico GO,0,,https://r2.thesportsdb.com/images/media/event/thumb/hy2ob11644935629.jpg
1970380,2024-06-05,Round 2,Cuiaba,0,Vitoria,0,,https://r2.thesportsdb.com/images/media/event/thumb/9iwv1a1712996936.jpg
1970421,2024-06-09,Round 6,Criciuma,2,Cuiaba,5,,https://r2.thesportsdb.com/images/media/event/thumb/azi2481712996941.jpg
1970440,2024-06-11,Round 8,Atletico GO,2,Corinthians,2,,https://r2.thesportsdb.com/images/media/event/thumb/am6atf1644935562.jpg
1970441,2024-06-11,Round 8,Juventude,1,Vitoria,1,,https://r2.thesportsdb.com/images/media/event/thumb/tm9q361712996943.jpg
1970436,2024-06-11,Round 8,Botafogo RJ,1,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/v8u4er1644935576.jpg
1970438,2024-06-12,Round 8,Bragantino,1,Atletico MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/6p38pu1644935555.jpg
1970433,2024-06-13,Round 8,Cruzeiro,2,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/lmi54j1712996942.jpg
1970432,2024-06-13,Round 8,Internacional,0,Sao Paulo,0,,https://r2.thesportsdb.com/images/media/event/thumb/i7t69v1644935588.jpg
1970435,2024-06-13,Round 8,Flamengo,2,Gremio,1,,https://r2.thesportsdb.com/images/media/event/thumb/t2ah7n1601403912.jpg
1970439,2024-06-13,Round 8,Atletico PR,3,Criciuma,1,,https://r2.thesportsdb.com/images/media/event/thumb/ls49ao1712996943.jpg
1970434,2024-06-14,Round 8,Bahia,1,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/pn5p021601404039.jpg
1970437,2024-06-14,Round 8,Palmeiras,2,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/l4is881601403893.jpg
1970448,2024-06-15,Round 9,Bragantino,2,Juventude,1,,https://r2.thesportsdb.com/images/media/event/thumb/2me1pc1644935593.jpg
1970445,2024-06-16,Round 9,Fluminense,1,Atletico GO,2,,https://r2.thesportsdb.com/images/media/event/thumb/4bc2j81644935566.jpg
1970444,2024-06-16,Round 9,Vitoria,2,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/zl6lia1712996944.jpg
1970447,2024-06-16,Round 9,Corinthians,2,Sao Paulo,2,,https://r2.thesportsdb.com/images/media/event/thumb/75zf7c1644935555.jpg
1970449,2024-06-16,Round 9,Atletico PR,1,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/c7l3fe1644935545.jpg
1970442,2024-06-16,Round 9,Gremio,1,Botafogo RJ,2,,https://r2.thesportsdb.com/images/media/event/thumb/vi3t5h1601404020.jpg
1970446,2024-06-16,Round 9,Vasco da Gama,0,Cruzeiro,0,,https://r2.thesportsdb.com/images/media/event/thumb/tsxasr1676626734.jpg
1970450,2024-06-16,Round 9,Cuiaba,5,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/vl7y3d1644935595.jpg
1970451,2024-06-16,Round 9,Criciuma,2,Bahia,2,,https://r2.thesportsdb.com/images/media/event/thumb/5gh18j1712996944.jpg
1970443,2024-06-17,Round 9,Atletico MG,0,Palmeiras,4,,https://r2.thesportsdb.com/images/media/event/thumb/rdzynf1676626729.jpg
1970460,2024-06-19,Round 10,Atletico GO,1,Criciuma,2,,https://r2.thesportsdb.com/images/media/event/thumb/wyki8p1712996945.jpg
1970456,2024-06-19,Round 10,Botafogo RJ,1,Atletico PR,1,,https://r2.thesportsdb.com/images/media/event/thumb/sv9gho1644935591.jpg
1970461,2024-06-19,Round 10,Juventude,2,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/thzv711712996946.jpg
1970459,2024-06-19,Round 10,Fortaleza,1,Gremio,0,,https://r2.thesportsdb.com/images/media/event/thumb/2y355d1601404133.jpg
1970458,2024-06-19,Round 10,Sao Paulo,0,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/63rmq51644935552.jpg
1970452,2024-06-20,Round 10,Internacional,1,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/ghqkmd1644935553.jpg
1970453,2024-06-20,Round 10,Cruzeiro,2,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/3gsxdc1676626727.jpg
1970454,2024-06-20,Round 10,Vitoria,4,Atletico MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/rskybe1712996945.jpg
1970455,2024-06-20,Round 10,Flamengo,2,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/xtzzqm1601404108.jpg
1970457,2024-06-21,Round 10,Palmeiras,2,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/dt2d9n1644935552.jpg
1970471,2024-06-22,Round 11,Criciuma,2,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/du1f4c1712996947.jpg
1970462,2024-06-22,Round 11,Gremio,0,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/83r13d1603901411.jpg
1970470,2024-06-22,Round 11,Cuiaba,0,Atletico GO,0,,https://r2.thesportsdb.com/images/media/event/thumb/nbrxyd1644935548.jpg
1970466,2024-06-23,Round 11,Vasco da Gama,4,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/s7uvy41601403907.jpg
1970464,2024-06-23,Round 11,Bahia,4,Cruzeiro,1,,https://r2.thesportsdb.com/images/media/event/thumb/i0chju1676626731.jpg
1970465,2024-06-23,Round 11,Fluminense,0,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/8u18wh1644935557.jpg
1970469,2024-06-23,Round 11,Atletico PR,1,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/jycqz11644935572.jpg
1970463,2024-06-23,Round 11,Atletico MG,1,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/8lduzp1676626747.jpg
1970467,2024-06-23,Round 11,Palmeiras,3,Juventude,1,,https://r2.thesportsdb.com/images/media/event/thumb/gnbcd31644935611.jpg
1970468,2024-06-23,Round 11,Bragantino,2,Vitoria,1,,https://r2.thesportsdb.com/images/media/event/thumb/aml17j1712996946.jpg
1970473,2024-06-26,Round 12,Cruzeiro,2,Atletico PR,0,,https://r2.thesportsdb.com/images/media/event/thumb/1q9x261676626751.jpg
1970476,2024-06-26,Round 12,Botafogo RJ,2,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/pzbmdf1644935634.jpg
1970477,2024-06-26,Round 12,Corinthians,1,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/df20om1644935619.jpg
1970480,2024-06-26,Round 12,Atletico GO,1,Gremio,1,,https://r2.thesportsdb.com/images/media/event/thumb/1y6snr1601403955.jpg
1970481,2024-06-26,Round 12,Juventude,2,Flamengo,1,,https://r2.thesportsdb.com/images/media/event/thumb/v8rxjy1644935644.jpg
1970472,2024-06-27,Round 12,Internacional,1,Atletico MG,2,,https://r2.thesportsdb.com/images/media/event/thumb/dwjakr1644935594.jpg
1970474,2024-06-27,Round 12,Bahia,2,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/tjid4k1601404002.jpg
1970479,2024-06-27,Round 12,Fortaleza,3,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/08fuze1644935582.jpg
1970475,2024-06-27,Round 12,Fluminense,0,Vitoria,1,,https://r2.thesportsdb.com/images/media/event/thumb/nnrtce1712996947.jpg
1970478,2024-06-27,Round 12,Sao Paulo,2,Criciuma,1,,https://r2.thesportsdb.com/images/media/event/thumb/qmuhjj1712996948.jpg
1970490,2024-06-29,Round 13,Cuiaba,1,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/n325331644935568.jpg
1970486,2024-06-29,Round 13,Vasco da Gama,1,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/6te90g1601404129.jpg
1970483,2024-06-30,Round 13,Atletico MG,1,Atletico GO,1,,https://r2.thesportsdb.com/images/media/event/thumb/1tp5a21644935551.jpg
1970488,2024-06-30,Round 13,Sao Paulo,3,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/5p0wv91601403918.jpg
1970489,2024-06-30,Round 13,Fortaleza,2,Juventude,1,,https://r2.thesportsdb.com/images/media/event/thumb/8cns1v1644935559.jpg
1970482,2024-06-30,Round 13,Gremio,1,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/m1mcxz1601403894.jpg
1970491,2024-06-30,Round 13,Criciuma,1,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/s8ffn11712996948.jpg
1970484,2024-06-30,Round 13,Vitoria,0,Atletico PR,1,,https://r2.thesportsdb.com/images/media/event/thumb/6bhmym1712996948.jpg
1970485,2024-06-30,Round 13,Flamengo,2,Cruzeiro,1,,https://r2.thesportsdb.com/images/media/event/thumb/u8ttzj1676626728.jpg
1970487,2024-07-01,Round 13,Palmeiras,2,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/3r3ppa1644935543.jpg
1970500,2024-07-03,Round 14,Cuiaba,1,Botafogo RJ,2,,https://r2.thesportsdb.com/images/media/event/thumb/e2nyun1676626732.jpg
1970501,2024-07-03,Round 14,Criciuma,1,Cruzeiro,0,,https://r2.thesportsdb.com/images/media/event/thumb/atrhqw1712996950.jpg
1970496,2024-07-03,Round 14,Vasco da Gama,2,Fortaleza,0,,https://r2.thesportsdb.com/images/media/event/thumb/t97k461601404017.jpg
1970498,2024-07-04,Round 14,Bragantino,3,Atletico GO,1,,https://r2.thesportsdb.com/images/media/event/thumb/5px39d1644935540.jpg
1970499,2024-07-04,Round 14,Atletico PR,1,Sao Paulo,2,,https://r2.thesportsdb.com/images/media/event/thumb/zrj7c81644935595.jpg
1970493,2024-07-04,Round 14,Atletico MG,2,Flamengo,4,,https://r2.thesportsdb.com/images/media/event/thumb/1mg5o41676626736.jpg
1970494,2024-07-04,Round 14,Bahia,2,Juventude,0,,https://r2.thesportsdb.com/images/media/event/thumb/386rew1712996949.jpg
1970492,2024-07-04,Round 14,Gremio,2,Palmeiras,2,,https://r2.thesportsdb.com/images/media/event/thumb/e59rye1601403976.jpg
1970497,2024-07-04,Round 14,Corinthians,3,Vitoria,2,,https://r2.thesportsdb.com/images/media/event/thumb/ammfy71712996950.jpg
1970495,2024-07-04,Round 14,Fluminense,1,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/1cs61g1644935543.jpg
1970508,2024-07-06,Round 15,Sao Paulo,2,Bragantino,0,,https://r2.thesportsdb.com/images/media/event/thumb/ozov691644935599.jpg
1970505,2024-07-06,Round 15,Flamengo,1,Cuiaba,1,,https://r2.thesportsdb.com/images/media/event/thumb/ekoql31644935569.jpg
1970503,2024-07-07,Round 15,Cruzeiro,3,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/7ru79h1676626739.jpg
1970511,2024-07-07,Round 15,Juventude,3,Gremio,0,,https://r2.thesportsdb.com/images/media/event/thumb/47e0df1712996951.jpg
1970509,2024-07-07,Round 15,Fortaleza,1,Fluminense,0,,https://r2.thesportsdb.com/images/media/event/thumb/6x74i21644935556.jpg
1970502,2024-07-07,Round 15,Internacional,1,Vasco da Gama,2,,https://r2.thesportsdb.com/images/media/event/thumb/rl11m31601404029.jpg
1970504,2024-07-07,Round 15,Vitoria,2,Criciuma,1,,https://r2.thesportsdb.com/images/media/event/thumb/nnvpt91712996950.jpg
1970507,2024-07-07,Round 15,Palmeiras,2,Bahia,0,,https://r2.thesportsdb.com/images/media/event/thumb/jfb5sy1601404100.jpg
1970510,2024-07-07,Round 15,Atletico GO,1,Atletico PR,2,,https://r2.thesportsdb.com/images/media/event/thumb/i9ce7n1644935644.jpg
1970506,2024-07-07,Round 15,Botafogo RJ,3,Atletico MG,0,,https://r2.thesportsdb.com/images/media/event/thumb/2kht641644935585.jpg
1970512,2024-07-10,Round 16,Gremio,0,Cruzeiro,2,,https://r2.thesportsdb.com/images/media/event/thumb/bubvl21676626739.jpg
1970519,2024-07-10,Round 16,Atletico PR,1,Bahia,3,,https://r2.thesportsdb.com/images/media/event/thumb/ki9cr01601403985.jpg
1970516,2024-07-10,Round 16,Vasco da Gama,2,Corinthians,0,,https://r2.thesportsdb.com/images/media/event/thumb/7juvxg1601404035.jpg
1970517,2024-07-11,Round 16,Palmeiras,3,Atletico GO,1,,https://r2.thesportsdb.com/images/media/event/thumb/jq8hh71644935570.jpg
1970521,2024-07-11,Round 16,Criciuma,1,Fluminense,1,,https://r2.thesportsdb.com/images/media/event/thumb/v1v2zu1712996952.jpg
1970515,2024-07-11,Round 16,Flamengo,1,Fortaleza,2,,https://r2.thesportsdb.com/images/media/event/thumb/7485sn1644935560.jpg
1970513,2024-07-12,Round 16,Atletico MG,2,Sao Paulo,1,,https://r2.thesportsdb.com/images/media/event/thumb/t1xyan1676626752.jpg
1970514,2024-07-12,Round 16,Vitoria,0,Botafogo RJ,1,,https://r2.thesportsdb.com/images/media/event/thumb/wb48or1712996951.jpg
1970524,2024-07-13,Round 17,Bahia,1,Cuiaba,2,,https://r2.thesportsdb.com/images/media/event/thumb/mxcwiq1676626748.jpg
1970523,2024-07-13,Round 17,Cruzeiro,2,Bragantino,1,,https://r2.thesportsdb.com/images/media/event/thumb/9p358b1712996952.jpg
1970531,2024-07-16,Round 17,Juventude,1,Atletico MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/encb4y1644935579.jpg
1970527,2024-07-17,Round 17,Corinthians,2,Criciuma,1,,https://r2.thesportsdb.com/images/media/event/thumb/hwaeqd1712996953.jpg
1970530,2024-07-17,Round 17,Atletico GO,0,Vasco da Gama,1,,https://r2.thesportsdb.com/images/media/event/thumb/kz3tuj1601404121.jpg
1970528,2024-07-17,Round 17,Sao Paulo,1,Gremio,0,,https://r2.thesportsdb.com/images/media/event/thumb/suaea91601404026.jpg
1970526,2024-07-18,Round 17,Botafogo RJ,1,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/1yg5j81644935620.jpg
1970529,2024-07-18,Round 17,Fortaleza,3,Vitoria,1,,https://r2.thesportsdb.com/images/media/event/thumb/bcla991712996953.jpg
1970535,2024-07-20,Round 18,Flamengo,2,Criciuma,1,,https://r2.thesportsdb.com/images/media/event/thumb/kvp0pc1712996954.jpg
1970536,2024-07-20,Round 18,Botafogo RJ,1,Internacional,0,,https://r2.thesportsdb.com/images/media/event/thumb/ycb5fg1644935628.jpg
1970537,2024-07-21,Round 18,Palmeiras,2,Cruzeiro,0,,https://r2.thesportsdb.com/images/media/event/thumb/9nkwn61676626737.jpg
1970532,2024-07-21,Round 18,Gremio,2,Vitoria,0,,https://r2.thesportsdb.com/images/media/event/thumb/tna8gs1712996953.jpg
1970533,2024-07-21,Round 18,Atletico MG,2,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/bstjic1676626724.jpg
1970534,2024-07-21,Round 18,Bahia,0,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/p3ezde1601404140.jpg
1970539,2024-07-21,Round 18,Fortaleza,3,Atletico GO,1,,https://r2.thesportsdb.com/images/media/event/thumb/ihdbw01644935641.jpg
1970538,2024-07-21,Round 18,Bragantino,1,Atletico PR,0,,https://r2.thesportsdb.com/images/media/event/thumb/i55cq21644935631.jpg
1970541,2024-07-21,Round 18,Juventude,0,Sao Paulo,0,,https://r2.thesportsdb.com/images/media/event/thumb/z4cmq61644935632.jpg
1970540,2024-07-21,Round 18,Cuiaba,0,Fluminense,1,,https://r2.thesportsdb.com/images/media/event/thumb/fd8thh1644935542.jpg
1970391,2024-07-24,Round 3,Criciuma,1,Fortaleza,1,,https://r2.thesportsdb.com/images/media/event/thumb/v01b3h1712996938.jpg
1970543,2024-07-24,Round 19,Cruzeiro,2,Juventude,0,,https://r2.thesportsdb.com/images/media/event/thumb/m175al1712996954.jpg
1970548,2024-07-24,Round 19,Sao Paulo,2,Botafogo RJ,2,,https://r2.thesportsdb.com/images/media/event/thumb/sla1y81644935625.jpg
1970544,2024-07-24,Round 19,Vitoria,1,Flamengo,2,,https://r2.thesportsdb.com/images/media/event/thumb/q91j2d1712996954.jpg
1970550,2024-07-25,Round 19,Atletico GO,1,Bahia,1,,https://r2.thesportsdb.com/images/media/event/thumb/n67r4i1601404134.jpg
1970545,2024-07-25,Round 19,Fluminense,1,Palmeiras,0,,https://r2.thesportsdb.com/images/media/event/thumb/ym3gog1644935604.jpg
1970547,2024-07-25,Round 19,Corinthians,2,Gremio,2,,https://r2.thesportsdb.com/images/media/event/thumb/5465j91601404073.jpg
1970561,2024-07-27,Round 20,Juventude,1,Criciuma,2,,https://r2.thesportsdb.com/images/media/event/thumb/qc0uxa1712996956.jpg
1970557,2024-07-27,Round 20,Palmeiras,0,Vitoria,2,,https://r2.thesportsdb.com/images/media/event/thumb/tljiwz1712996956.jpg
1970554,2024-07-27,Round 20,Bahia,1,Internacional,1,,https://r2.thesportsdb.com/images/media/event/thumb/ymzvjb1601404116.jpg
1970559,2024-07-28,Round 20,Fortaleza,1,Sao Paulo,0,,https://r2.thesportsdb.com/images/media/event/thumb/1857ea1644935550.jpg
1970556,2024-07-28,Round 20,Botafogo RJ,0,Cruzeiro,3,,https://r2.thesportsdb.com/images/media/event/thumb/ulm8xw1676626751.jpg
1970558,2024-07-28,Round 20,Bragantino,0,Fluminense,1,,https://r2.thesportsdb.com/images/media/event/thumb/uybw1p1644935646.jpg
1970555,2024-07-28,Round 20,Flamengo,2,Atletico GO,0,,https://r2.thesportsdb.com/images/media/event/thumb/mex2p91644935593.jpg
1970553,2024-07-28,Round 20,Atletico MG,2,Corinthians,1,,https://r2.thesportsdb.com/images/media/event/thumb/7tmupr1676626734.jpg
1970560,2024-07-28,Round 20,Cuiaba,1,Atletico PR,2,,https://r2.thesportsdb.com/images/media/event/thumb/12egdd1644935559.jpg
1970552,2024-07-28,Round 20,Gremio,1,Vasco da Gama,0,,https://r2.thesportsdb.com/images/media/event/thumb/ah6ljy1601404087.jpg
1970564,2024-08-03,Round 21,Vitoria,1,Cuiaba,0,,https://r2.thesportsdb.com/images/media/event/thumb/tjsc9t1712996957.jpg
1970566,2024-08-03,Round 21,Vasco da Gama,2,Bragantino,2,,https://r2.thesportsdb.com/images/media/event/thumb/83uprq1601403981.jpg
1970571,2024-08-03,Round 21,Criciuma,2,Atletico MG,1,,https://r2.thesportsdb.com/images/media/event/thumb/ohryp21712996957.jpg
1970570,2024-08-03,Round 21,Atletico GO,1,Botafogo RJ,4,,https://r2.thesportsdb.com/images/media/event/thumb/vnlzju1644935545.jpg
1970568,2024-08-04,Round 21,Sao Paulo,1,Flamengo,0,,https://r2.thesportsdb.com/images/media/event/thumb/0u37it1644935596.jpg
